nct_id,sponsor_type,sponsor_name
NCT100000656,Industry,Industry Sponsor #277
NCT100000657,Industry,Industry Sponsor #376
NCT100000658,Industry,Industry Sponsor #6
NCT100000659,Industry,Industry Sponsor #290
NCT100000660,Other,Other Sponsor #136
NCT100000661,Industry,Industry Sponsor #199
NCT100000662,Industry,Industry Sponsor #53
NCT100000663,Industry,Industry Sponsor #90
NCT100000664,Other,Other Sponsor #265
NCT100000665,Industry,Industry Sponsor #250
NCT100000666,Industry,Industry Sponsor #40
NCT100000667,Industry,Industry Sponsor #368
NCT100000668,Other,Other Sponsor #246
NCT100000669,Other,Other Sponsor #23
NCT100000670,Other,Other Sponsor #294
NCT100000671,Industry,Industry Sponsor #307
NCT100000672,NIH,NIH Sponsor #247
NCT100000673,Other,Other Sponsor #94
NCT100000674,Other,Other Sponsor #306
NCT100000675,Industry,Industry Sponsor #268
NCT100000676,NIH,NIH Sponsor #315
NCT100000677,Industry,Industry Sponsor #67
NCT100000678,Industry,Industry Sponsor #272
NCT100000679,Industry,Industry Sponsor #380
NCT100000680,Industry,Industry Sponsor #43
NCT100000681,Industry,Industry Sponsor #4
NCT100000682,Industry,Industry Sponsor #162
NCT100000683,Other,Other Sponsor #275
NCT100000684,Other,Other Sponsor #105
NCT100000685,Industry,Industry Sponsor #130
NCT100000686,Other,Other Sponsor #383
NCT100000687,Industry,Industry Sponsor #282
NCT100000688,Other,Other Sponsor #75
NCT100000689,Industry,Industry Sponsor #41
NCT100000690,Industry,Industry Sponsor #306
NCT100000691,Industry,Industry Sponsor #337
NCT100000692,NIH,NIH Sponsor #119
NCT100000693,Industry,Industry Sponsor #142
NCT100000694,Industry,Industry Sponsor #361
NCT100000695,Other,Other Sponsor #299
NCT100000696,Other,Other Sponsor #207
NCT100000697,Industry,Industry Sponsor #258
NCT100000698,Other,Other Sponsor #295
NCT100000699,NIH,NIH Sponsor #388
NCT100000700,Other,Other Sponsor #247
NCT100000701,Other,Other Sponsor #360
NCT100000702,Industry,Industry Sponsor #359
NCT100000703,Other,Other Sponsor #39
NCT100000704,Industry,Industry Sponsor #138
NCT100000705,Industry,Industry Sponsor #136
NCT100000706,Other,Other Sponsor #399
NCT100000707,Other,Other Sponsor #392
NCT100000708,Industry,Industry Sponsor #295
NCT100000709,Other,Other Sponsor #114
NCT100000710,Industry,Industry Sponsor #17
NCT100000711,Other,Other Sponsor #62
NCT100000712,Industry,Industry Sponsor #298
NCT100000713,Industry,Industry Sponsor #122
NCT100000714,Industry,Industry Sponsor #215
NCT100000715,Industry,Industry Sponsor #68
NCT100000716,NIH,NIH Sponsor #101
NCT100000717,Industry,Industry Sponsor #69
NCT100000718,Industry,Industry Sponsor #291
NCT100000719,Industry,Industry Sponsor #244
NCT100000720,Industry,Industry Sponsor #286
NCT100000721,Industry,Industry Sponsor #311
NCT100000722,Industry,Industry Sponsor #146
NCT100000723,Other,Other Sponsor #196
NCT100000724,Other,Other Sponsor #216
NCT100000725,Industry,Industry Sponsor #117
NCT100000726,NIH,NIH Sponsor #228
NCT100000727,Industry,Industry Sponsor #12
NCT100000728,Other,Other Sponsor #41
NCT100000729,Industry,Industry Sponsor #281
NCT100000730,Other,Other Sponsor #317
NCT100000731,Industry,Industry Sponsor #321
NCT100000732,Industry,Industry Sponsor #167
NCT100000733,Industry,Industry Sponsor #358
NCT100000734,Other,Other Sponsor #289
NCT100000735,Industry,Industry Sponsor #46
NCT100000736,Industry,Industry Sponsor #268
NCT100000737,Industry,Industry Sponsor #252
NCT100000738,Other,Other Sponsor #4
NCT100000739,NIH,NIH Sponsor #84
NCT100000740,Industry,Industry Sponsor #265
NCT100000741,Other,Other Sponsor #212
NCT100000742,Industry,Industry Sponsor #317
NCT100000743,Industry,Industry Sponsor #274
NCT100000744,Industry,Industry Sponsor #5
NCT100000745,Industry,Industry Sponsor #256
NCT100000746,Other,Other Sponsor #137
NCT100000747,Industry,Industry Sponsor #196
NCT100000748,Other,Other Sponsor #18
NCT100000749,Other,Other Sponsor #349
NCT100000750,Industry,Industry Sponsor #247
NCT100000751,Other,Other Sponsor #58
NCT100000752,Industry,Industry Sponsor #62
NCT100000753,Industry,Industry Sponsor #244
NCT100000754,Industry,Industry Sponsor #352
NCT100000755,Industry,Industry Sponsor #55
NCT100000756,NIH,NIH Sponsor #178
NCT100000757,Industry,Industry Sponsor #129
NCT100000758,Industry,Industry Sponsor #291
NCT100000759,Industry,Industry Sponsor #307
NCT100000760,Industry,Industry Sponsor #278
NCT100000761,Industry,Industry Sponsor #10
NCT100000762,Industry,Industry Sponsor #199
NCT100000763,Industry,Industry Sponsor #210
NCT100000764,Industry,Industry Sponsor #67
NCT100000765,Industry,Industry Sponsor #293
NCT100000766,Other,Other Sponsor #188
NCT100000767,Other,Other Sponsor #41
NCT100000768,Other,Other Sponsor #189
NCT100000769,Other,Other Sponsor #40
NCT100000770,Industry,Industry Sponsor #270
NCT100000771,NIH,NIH Sponsor #393
NCT100000772,Industry,Industry Sponsor #93
NCT100000773,Industry,Industry Sponsor #227
NCT100000774,Industry,Industry Sponsor #372
NCT100000775,Industry,Industry Sponsor #382
NCT100000776,Industry,Industry Sponsor #146
NCT100000777,Other,Other Sponsor #114
NCT100000778,Other,Other Sponsor #142
NCT100000779,Industry,Industry Sponsor #136
NCT100000780,Industry,Industry Sponsor #293
NCT100000781,Other,Other Sponsor #89
NCT100000782,Industry,Industry Sponsor #20
NCT100000783,Industry,Industry Sponsor #179
NCT100000784,Industry,Industry Sponsor #383
NCT100000785,Other,Other Sponsor #269
NCT100000786,Industry,Industry Sponsor #79
NCT100000787,Other,Other Sponsor #47
NCT100000788,Industry,Industry Sponsor #244
NCT100000789,Industry,Industry Sponsor #223
NCT100000790,Industry,Industry Sponsor #293
NCT100000791,Industry,Industry Sponsor #137
NCT100000792,Other,Other Sponsor #179
NCT100000793,Industry,Industry Sponsor #180
NCT100000794,Other,Other Sponsor #351
NCT100000795,Industry,Industry Sponsor #76
NCT100000796,Other,Other Sponsor #242
NCT100000797,Industry,Industry Sponsor #385
NCT100000798,Other,Other Sponsor #343
NCT100000799,Industry,Industry Sponsor #31
NCT100000800,Industry,Industry Sponsor #35
NCT100000801,Other,Other Sponsor #56
NCT100000802,Industry,Industry Sponsor #51
NCT100000803,Industry,Industry Sponsor #365
NCT100000804,Industry,Industry Sponsor #382
NCT100000805,Industry,Industry Sponsor #257
NCT100000806,Other,Other Sponsor #16
NCT100000807,Industry,Industry Sponsor #374
NCT100000808,Other,Other Sponsor #294
NCT100000809,Industry,Industry Sponsor #106
NCT100000810,Industry,Industry Sponsor #353
NCT100000811,Other,Other Sponsor #336
NCT100000812,Other,Other Sponsor #163
NCT100000813,Other,Other Sponsor #211
NCT100000814,Industry,Industry Sponsor #14
NCT100000815,NIH,NIH Sponsor #119
NCT100000816,Industry,Industry Sponsor #310
NCT100000817,Industry,Industry Sponsor #84
NCT100000818,Other,Other Sponsor #212
NCT100000819,Industry,Industry Sponsor #225
NCT100000820,Other,Other Sponsor #398
NCT100000821,Industry,Industry Sponsor #293
NCT100000822,Other,Other Sponsor #56
NCT100000823,Industry,Industry Sponsor #377
NCT100000824,Other,Other Sponsor #150
NCT100000825,Industry,Industry Sponsor #151
NCT100000826,Industry,Industry Sponsor #47
NCT100000827,Other,Other Sponsor #70
NCT100000828,Industry,Industry Sponsor #365
NCT100000829,Other,Other Sponsor #84
NCT100000830,Industry,Industry Sponsor #269
NCT100000831,Industry,Industry Sponsor #172
NCT100000832,Industry,Industry Sponsor #27
NCT100000833,Other,Other Sponsor #93
NCT100000834,Industry,Industry Sponsor #7
NCT100000835,Industry,Industry Sponsor #122
NCT100000836,Industry,Industry Sponsor #4
NCT100000837,Other,Other Sponsor #107
NCT100000838,Industry,Industry Sponsor #17
NCT100000839,Industry,Industry Sponsor #92
NCT100000840,Other,Other Sponsor #288
NCT100000841,Industry,Industry Sponsor #394
NCT100000842,Other,Other Sponsor #282
NCT100000843,Other,Other Sponsor #270
NCT100000844,NIH,NIH Sponsor #374
NCT100000845,NIH,NIH Sponsor #362
NCT100000846,Industry,Industry Sponsor #320
NCT100000847,Industry,Industry Sponsor #255
NCT100000848,Industry,Industry Sponsor #100
NCT100000849,Other,Other Sponsor #107
NCT100000850,Industry,Industry Sponsor #109
NCT100000851,Industry,Industry Sponsor #154
NCT100000852,Industry,Industry Sponsor #203
NCT100000853,Industry,Industry Sponsor #345
NCT100000854,Other,Other Sponsor #322
NCT100000855,Industry,Industry Sponsor #381
NCT100000856,Other,Other Sponsor #275
NCT100000857,Other,Other Sponsor #182
NCT100000858,Industry,Industry Sponsor #321
NCT100000859,Industry,Industry Sponsor #385
NCT100000860,Industry,Industry Sponsor #122
NCT100000861,Industry,Industry Sponsor #20
NCT100000862,Other,Other Sponsor #79
NCT100000863,Industry,Industry Sponsor #74
NCT100000864,Industry,Industry Sponsor #236
NCT100000865,Industry,Industry Sponsor #305
NCT100000866,Industry,Industry Sponsor #382
NCT100000867,Other,Other Sponsor #103
NCT100000868,Other,Other Sponsor #140
NCT100000869,Other,Other Sponsor #53
NCT100000870,Industry,Industry Sponsor #146
NCT100000871,NIH,NIH Sponsor #228
NCT100000872,Other,Other Sponsor #28
NCT100000873,NIH,NIH Sponsor #354
NCT100000874,Other,Other Sponsor #344
NCT100000875,Industry,Industry Sponsor #358
NCT100000876,Other,Other Sponsor #241
NCT100000877,Other,Other Sponsor #187
NCT100000878,Other,Other Sponsor #16
NCT100000879,Industry,Industry Sponsor #394
NCT100000880,Industry,Industry Sponsor #55
NCT100000881,Industry,Industry Sponsor #212
NCT100000882,Other,Other Sponsor #175
NCT100000883,Other,Other Sponsor #176
NCT100000884,Other,Other Sponsor #365
NCT100000885,NIH,NIH Sponsor #50
NCT100000886,Industry,Industry Sponsor #306
NCT100000887,Other,Other Sponsor #72
NCT100000888,Industry,Industry Sponsor #316
NCT100000889,Other,Other Sponsor #348
NCT100000890,Other,Other Sponsor #299
NCT100000891,Industry,Industry Sponsor #190
NCT100000892,Industry,Industry Sponsor #16
NCT100000893,Industry,Industry Sponsor #196
NCT100000894,Industry,Industry Sponsor #197
NCT100000895,Other,Other Sponsor #69
NCT100000896,Other,Other Sponsor #70
NCT100000897,Other,Other Sponsor #218
NCT100000898,Other,Other Sponsor #116
NCT100000899,Industry,Industry Sponsor #365
NCT100000900,NIH,NIH Sponsor #20
NCT100000901,Industry,Industry Sponsor #73
NCT100000902,Industry,Industry Sponsor #46
NCT100000903,Industry,Industry Sponsor #314
NCT100000904,Industry,Industry Sponsor #241
NCT100000905,Other,Other Sponsor #149
NCT100000906,Other,Other Sponsor #32
NCT100000907,Other,Other Sponsor #378
NCT100000908,Industry,Industry Sponsor #143
NCT100000909,Other,Other Sponsor #58
NCT100000910,Industry,Industry Sponsor #359
NCT100000911,Other,Other Sponsor #44
NCT100000912,Industry,Industry Sponsor #339
NCT100000913,Other,Other Sponsor #329
NCT100000914,Industry,Industry Sponsor #244
NCT100000915,Other,Other Sponsor #75
NCT100000916,Other,Other Sponsor #348
NCT100000917,Industry,Industry Sponsor #327
NCT100000918,Other,Other Sponsor #139
NCT100000919,NIH,NIH Sponsor #346
NCT100000920,Other,Other Sponsor #161
NCT100000921,Industry,Industry Sponsor #54
NCT100000922,Industry,Industry Sponsor #318
NCT100000923,Other,Other Sponsor #327
NCT100000924,NIH,NIH Sponsor #392
NCT100000925,Other,Other Sponsor #240
NCT100000926,Industry,Industry Sponsor #342
NCT100000927,Industry,Industry Sponsor #196
NCT100000928,Other,Other Sponsor #36
NCT100000929,Industry,Industry Sponsor #74
NCT100000930,Other,Other Sponsor #367
NCT100000931,NIH,NIH Sponsor #229
NCT100000932,Other,Other Sponsor #341
NCT100000933,Other,Other Sponsor #264
NCT100000934,Other,Other Sponsor #36
NCT100000935,Other,Other Sponsor #63
NCT100000936,Industry,Industry Sponsor #332
NCT100000937,Industry,Industry Sponsor #390
NCT100000938,Other,Other Sponsor #154
NCT100000939,Other,Other Sponsor #98
NCT100000940,Other,Other Sponsor #200
NCT100000941,Industry,Industry Sponsor #231
NCT100000942,Other,Other Sponsor #61
NCT100000943,Other,Other Sponsor #77
NCT100000944,Industry,Industry Sponsor #242
NCT100000945,Industry,Industry Sponsor #26
NCT100000946,Industry,Industry Sponsor #59
NCT100000947,Other,Other Sponsor #378
NCT100000948,NIH,NIH Sponsor #110
NCT100000949,Industry,Industry Sponsor #213
NCT100000950,Industry,Industry Sponsor #21
NCT100000951,Industry,Industry Sponsor #42
NCT100000952,Other,Other Sponsor #146
NCT100000953,Industry,Industry Sponsor #268
NCT100000954,NIH,NIH Sponsor #93
NCT100000955,Other,Other Sponsor #3
NCT100000956,Industry,Industry Sponsor #186
NCT100000957,Other,Other Sponsor #142
NCT100000958,Other,Other Sponsor #243
NCT100000959,Industry,Industry Sponsor #146
NCT100000960,Other,Other Sponsor #23
NCT100000961,Industry,Industry Sponsor #249
NCT100000962,Other,Other Sponsor #167
NCT100000963,Industry,Industry Sponsor #122
NCT100000964,Industry,Industry Sponsor #28
NCT100000965,Industry,Industry Sponsor #70
NCT100000966,Other,Other Sponsor #66
NCT100000967,Industry,Industry Sponsor #235
NCT100000968,Industry,Industry Sponsor #327
NCT100000969,Industry,Industry Sponsor #251
NCT100000970,Industry,Industry Sponsor #220
NCT100000971,NIH,NIH Sponsor #303
NCT100000972,Industry,Industry Sponsor #394
NCT100000973,Industry,Industry Sponsor #51
NCT100000974,Other,Other Sponsor #209
NCT100000975,Other,Other Sponsor #343
NCT100000976,Other,Other Sponsor #233
NCT100000977,Industry,Industry Sponsor #190
NCT100000978,Other,Other Sponsor #152
NCT100000979,NIH,NIH Sponsor #107
NCT100000980,Industry,Industry Sponsor #346
NCT100000981,Industry,Industry Sponsor #188
NCT100000982,NIH,NIH Sponsor #71
NCT100000983,Other,Other Sponsor #360
NCT100000984,Other,Other Sponsor #217
NCT100000985,Industry,Industry Sponsor #63
NCT100000986,Industry,Industry Sponsor #318
NCT100000987,Other,Other Sponsor #201
NCT100000988,Industry,Industry Sponsor #255
NCT100000989,Other,Other Sponsor #350
NCT100000990,Industry,Industry Sponsor #11
NCT100000991,Other,Other Sponsor #267
NCT100000992,Other,Other Sponsor #304
NCT100000993,Industry,Industry Sponsor #157
NCT100000994,Industry,Industry Sponsor #25
NCT100000995,Industry,Industry Sponsor #365
NCT100000996,Other,Other Sponsor #342
NCT100000997,Other,Other Sponsor #226
NCT100000998,Other,Other Sponsor #177
NCT100000999,Industry,Industry Sponsor #13
NCT100001000,Other,Other Sponsor #80
NCT100001001,Industry,Industry Sponsor #243
NCT100001002,Other,Other Sponsor #174
NCT100001003,NIH,NIH Sponsor #206
NCT100001004,Industry,Industry Sponsor #100
NCT100001005,Other,Other Sponsor #43
NCT100001006,Other,Other Sponsor #202
NCT100001007,Industry,Industry Sponsor #342
NCT100001008,Industry,Industry Sponsor #7
NCT100001009,Industry,Industry Sponsor #111
NCT100001010,Industry,Industry Sponsor #218
NCT100001011,NIH,NIH Sponsor #156
NCT100001012,Industry,Industry Sponsor #388
NCT100001013,Other,Other Sponsor #285
NCT100001014,Industry,Industry Sponsor #196
NCT100001015,Other,Other Sponsor #156
NCT100001016,Other,Other Sponsor #154
NCT100001017,Industry,Industry Sponsor #126
NCT100001018,Other,Other Sponsor #186
NCT100001019,Industry,Industry Sponsor #356
NCT100001020,Industry,Industry Sponsor #298
NCT100001021,Other,Other Sponsor #28
NCT100001022,Other,Other Sponsor #150
NCT100001023,Other,Other Sponsor #49
NCT100001024,Other,Other Sponsor #351
NCT100001025,NIH,NIH Sponsor #7
NCT100001026,Industry,Industry Sponsor #84
NCT100001027,Other,Other Sponsor #287
NCT100001028,Other,Other Sponsor #214
NCT100001029,Industry,Industry Sponsor #179
NCT100001030,Industry,Industry Sponsor #268
NCT100001031,Industry,Industry Sponsor #114
NCT100001032,Industry,Industry Sponsor #41
NCT100001033,Other,Other Sponsor #22
NCT100001034,Industry,Industry Sponsor #61
NCT100001035,Other,Other Sponsor #309
NCT100001036,Industry,Industry Sponsor #383
NCT100001037,Industry,Industry Sponsor #124
NCT100001038,NIH,NIH Sponsor #112
NCT100001039,Industry,Industry Sponsor #51
NCT100001040,Industry,Industry Sponsor #55
NCT100001041,Industry,Industry Sponsor #209
NCT100001042,Industry,Industry Sponsor #391
NCT100001043,Industry,Industry Sponsor #60
NCT100001044,Industry,Industry Sponsor #228
NCT100001045,Other,Other Sponsor #36
NCT100001046,Other,Other Sponsor #54
NCT100001047,Industry,Industry Sponsor #206
NCT100001048,Other,Other Sponsor #305
NCT100001049,Industry,Industry Sponsor #392
NCT100001050,Other,Other Sponsor #205
NCT100001051,Other,Other Sponsor #76
NCT100001052,Industry,Industry Sponsor #69
NCT100001053,Industry,Industry Sponsor #92
NCT100001054,Other,Other Sponsor #40
NCT100001055,Industry,Industry Sponsor #252
NCT100001056,Other,Other Sponsor #392
NCT100001057,Industry,Industry Sponsor #193
NCT100001058,NIH,NIH Sponsor #156
NCT100001059,Industry,Industry Sponsor #392
NCT100001060,Other,Other Sponsor #244
NCT100001061,Industry,Industry Sponsor #194
NCT100001062,Industry,Industry Sponsor #188
NCT100001063,Other,Other Sponsor #50
NCT100001064,Industry,Industry Sponsor #121
NCT100001065,Industry,Industry Sponsor #173
NCT100001066,Industry,Industry Sponsor #291
NCT100001067,Other,Other Sponsor #163
NCT100001068,Industry,Industry Sponsor #354
NCT100001069,Other,Other Sponsor #315
NCT100001070,Other,Other Sponsor #39
NCT100001071,Industry,Industry Sponsor #206
NCT100001072,NIH,NIH Sponsor #140
NCT100001073,Industry,Industry Sponsor #334
NCT100001074,Industry,Industry Sponsor #206
NCT100001075,Other,Other Sponsor #10
NCT100001076,Industry,Industry Sponsor #381
NCT100001077,Other,Other Sponsor #103
NCT100001078,Other,Other Sponsor #223
NCT100001079,Other,Other Sponsor #147
NCT100001080,Industry,Industry Sponsor #126
NCT100001081,Other,Other Sponsor #19
NCT100001082,Industry,Industry Sponsor #338
NCT100001083,Industry,Industry Sponsor #43
NCT100001084,Other,Other Sponsor #187
NCT100001085,Other,Other Sponsor #58
NCT100001086,Industry,Industry Sponsor #397
NCT100001087,Industry,Industry Sponsor #169
NCT100001088,Industry,Industry Sponsor #110
NCT100001089,Industry,Industry Sponsor #359
NCT100001090,Industry,Industry Sponsor #75
NCT100001091,Industry,Industry Sponsor #311
NCT100001092,Other,Other Sponsor #283
NCT100001093,Other,Other Sponsor #122
NCT100001094,Industry,Industry Sponsor #131
NCT100001095,Other,Other Sponsor #225
NCT100001096,Industry,Industry Sponsor #252
NCT100001097,Industry,Industry Sponsor #52
NCT100001098,Industry,Industry Sponsor #281
NCT100001099,Other,Other Sponsor #228
NCT100001100,Other,Other Sponsor #43
NCT100001101,Other,Other Sponsor #391
