nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date
NCT100000371,Interventional,Phase 1,"Active, not recruiting",127,2017-12-04,
NCT100000372,Interventional,Phase 4,Completed,43,2019-04-25,2022-04-19
NCT100000373,Interventional,Phase 2,Completed,51,2012-06-02,2015-07-17
NCT100000374,Interventional,Phase 3,Completed,31,2014-03-21,2016-09-06
NCT100000375,Interventional,Phase 3,Completed,192,2023-05-27,2026-06-08
NCT100000376,Interventional,Phase 1,Completed,476,2011-10-16,2013-08-15
NCT100000377,Interventional,Phase 1,Terminated,92,2019-09-07,2020-04-11
NCT100000378,Interventional,Phase 4,Completed,70,2019-06-10,2022-11-05
NCT100000379,Interventional,Phase 4,Completed,147,2018-06-12,2020-10-28
NCT100000380,Interventional,Phase 1,Completed,87,2015-12-17,2020-02-03
NCT100000381,Interventional,Phase 2,Completed,31,2015-01-20,2017-01-13
NCT100000382,Interventional,Phase 2,Completed,238,2019-01-17,2020-06-06
NCT100000383,Interventional,Phase 2,Completed,16,2013-10-24,2016-02-08
NCT100000384,Interventional,Phase 2,Recruiting,138,2012-07-07,
NCT100000385,Interventional,Phase 4,Withdrawn,67,2018-03-24,2018-08-18
NCT100000386,Interventional,Phase 2,Completed,5,2017-05-17,2019-05-22
NCT100000387,Interventional,Phase 1,Completed,23,2022-12-02,2025-04-29
NCT100000388,Interventional,Phase 2,Recruiting,71,2024-02-11,
NCT100000389,Interventional,Phase 1,Recruiting,8,2018-10-22,
NCT100000390,Interventional,Phase 2,Completed,37,2021-05-08,2023-03-26
NCT100000391,Interventional,Phase 3,"Active, not recruiting",117,2020-04-12,
NCT100000392,Interventional,Phase 1,Recruiting,126,2017-12-04,
NCT100000393,Interventional,Phase 4,Completed,46,2014-03-20,2017-03-03
NCT100000394,Interventional,Phase 1,Completed,246,2012-06-14,2014-10-01
NCT100000395,Interventional,Phase 3,Completed,154,2025-08-12,2025-12-31
NCT100000396,Interventional,Phase 1,Terminated,20,2020-07-06,2021-07-07
NCT100000397,Interventional,Phase 1,Completed,15,2019-01-07,2023-07-29
NCT100000398,Interventional,Phase 2,Completed,258,2021-08-02,2023-10-05
NCT100000399,Interventional,Phase 2,Completed,10,2025-01-13,2025-12-31
NCT100000400,Interventional,Phase 2,Completed,36,2013-05-03,2015-04-02
NCT100000401,Interventional,Phase 1,Completed,34,2016-12-16,2019-11-01
NCT100000402,Interventional,Phase 2,Recruiting,58,2015-08-29,
NCT100000403,Interventional,Phase 2,Terminated,13,2015-04-16,2016-12-02
NCT100000404,Interventional,Phase 1,Terminated,8,2021-08-13,2022-11-02
NCT100000405,Interventional,Phase 2,Completed,58,2025-02-23,2025-12-31
NCT100000406,Interventional,Phase 1,Completed,125,2019-02-25,2022-08-16
NCT100000407,Interventional,Phase 3,Completed,62,2018-03-30,2020-08-16
NCT100000408,Interventional,Phase 1,Recruiting,260,2016-11-14,
NCT100000409,Interventional,Phase 2,Completed,132,2012-02-29,2013-11-04
NCT100000410,Interventional,Phase 2,Completed,48,2020-03-07,2022-10-20
NCT100000411,Interventional,Phase 2,Recruiting,180,2025-08-20,
NCT100000412,Interventional,Phase 2,Completed,112,2018-09-26,2020-03-09
NCT100000413,Interventional,Phase 2,Terminated,42,2011-09-27,2012-06-12
NCT100000414,Interventional,Phase 1,Recruiting,120,2019-07-12,
NCT100000415,Interventional,Phase 3,Completed,89,2019-01-21,2021-12-19
NCT100000416,Interventional,Phase 2,Completed,7,2020-04-07,2023-08-30
NCT100000417,Interventional,Phase 4,Recruiting,1168,2012-05-11,
NCT100000418,Interventional,Phase 4,Completed,223,2017-07-26,2019-12-03
NCT100000419,Interventional,Phase 3,Terminated,88,2019-02-08,2020-11-30
NCT100000420,Interventional,Phase 1,Completed,153,2021-02-02,2023-12-20
NCT100000421,Interventional,Phase 4,Completed,38,2013-07-14,2015-04-17
NCT100000422,Interventional,Phase 4,"Active, not recruiting",118,2018-06-19,
NCT100000423,Interventional,Phase 3,Withdrawn,31,2018-08-15,2020-03-26
NCT100000424,Interventional,Phase 3,Completed,18,2012-01-02,2015-11-05
NCT100000425,Interventional,Phase 3,"Active, not recruiting",999,2011-10-06,
NCT100000426,Interventional,Phase 4,Completed,37,2018-01-13,2019-12-24
NCT100000427,Interventional,Phase 3,Unknown status,79,2023-05-02,
NCT100000428,Interventional,Phase 3,Completed,486,2022-09-22,2025-02-21
NCT100000429,Interventional,Phase 1,"Active, not recruiting",508,2020-06-18,
NCT100000430,Interventional,Phase 2,Unknown status,272,2020-12-08,
NCT100000431,Interventional,Phase 4,Completed,18,2025-05-29,2025-12-31
NCT100000432,Interventional,Phase 3,Completed,10,2018-08-02,2020-04-21
NCT100000433,Interventional,Phase 2,Completed,102,2022-03-06,2025-06-05
NCT100000434,Interventional,Phase 2,Completed,72,2022-03-17,2024-05-05
NCT100000435,Interventional,Phase 3,Completed,57,2025-05-04,2025-12-31
NCT100000436,Interventional,Phase 2,Completed,63,2018-12-10,2021-06-13
NCT100000437,Interventional,Phase 1,Withdrawn,197,2013-08-17,2014-01-14
NCT100000438,Interventional,Phase 3,Completed,44,2015-02-06,2017-08-01
NCT100000439,Interventional,Phase 1,Recruiting,59,2021-07-29,
NCT100000440,Interventional,Phase 2,Completed,130,2018-03-20,2019-10-13
NCT100000441,Interventional,Phase 2,Recruiting,28,2017-09-21,
NCT100000442,Interventional,Phase 1,Completed,361,2014-08-11,2016-12-15
NCT100000443,Interventional,Phase 3,Completed,5,2016-11-17,2019-05-07
NCT100000444,Interventional,Phase 3,"Active, not recruiting",97,2015-02-03,
NCT100000445,Interventional,Phase 4,Completed,202,2017-07-31,2018-11-25
NCT100000446,Interventional,Phase 4,Completed,22,2022-06-12,2025-12-24
NCT100000447,Interventional,Phase 1,Recruiting,20,2024-01-03,
NCT100000448,Interventional,Phase 3,Completed,68,2020-03-14,2022-07-26
NCT100000449,Interventional,Phase 1,Completed,357,2017-11-29,2019-11-17
NCT100000450,Interventional,Phase 2,"Active, not recruiting",109,2018-05-31,
NCT100000451,Interventional,Phase 3,Completed,186,2019-07-10,2021-04-30
NCT100000452,Interventional,Phase 2,Recruiting,139,2014-05-18,
NCT100000453,Interventional,Phase 3,Unknown status,30,2023-09-19,
NCT100000454,Interventional,Phase 1,Recruiting,66,2024-02-03,
NCT100000455,Interventional,Phase 2,Completed,118,2015-09-18,2017-11-21
NCT100000456,Interventional,Phase 2,Completed,11,2025-01-29,2026-10-27
NCT100000457,Interventional,Phase 1,Terminated,14,2013-07-19,2014-02-08
NCT100000458,Interventional,Phase 1,Completed,9,2017-01-15,2018-09-19
NCT100000459,Interventional,Phase 4,Unknown status,228,2013-08-19,
NCT100000460,Interventional,Phase 1,Unknown status,57,2014-12-21,
NCT100000461,Interventional,Phase 2,Withdrawn,35,2013-02-06,2013-08-21
NCT100000462,Interventional,Phase 4,Completed,12,2015-02-22,2017-08-08
NCT100000463,Interventional,Phase 1,Completed,92,2017-06-27,2019-06-03
NCT100000464,Interventional,Phase 3,Completed,16,2016-09-03,2018-06-08
NCT100000465,Interventional,Phase 1,Completed,5,2019-07-26,2021-12-03
NCT100000466,Interventional,Phase 4,Completed,169,2018-10-13,2020-08-29
NCT100000467,Interventional,Phase 2,Completed,6,2022-03-16,2025-04-08
NCT100000468,Interventional,Phase 1,"Active, not recruiting",18,2017-02-24,
NCT100000469,Interventional,Phase 4,Completed,73,2023-12-05,2025-10-16
NCT100000470,Interventional,Phase 2,Withdrawn,130,2017-03-06,2018-03-04
NCT100000471,Interventional,Phase 3,Completed,50,2021-12-11,2025-06-13
NCT100000472,Interventional,Phase 1,Completed,62,2014-01-03,2017-05-07
NCT100000473,Interventional,Phase 1,Completed,70,2022-12-09,2024-10-06
NCT100000474,Interventional,Phase 2,"Active, not recruiting",85,2015-02-10,
NCT100000475,Interventional,Phase 3,Completed,23,2013-01-09,2015-12-14
NCT100000476,Interventional,Phase 4,Completed,130,2023-09-13,2025-07-19
NCT100000477,Interventional,Phase 1,Completed,216,2020-08-02,2023-09-23
NCT100000478,Interventional,Phase 2,Completed,5,2023-10-06,2025-12-31
NCT100000479,Interventional,Phase 1,Completed,11,2024-01-04,2025-07-28
NCT100000480,Interventional,Phase 4,Unknown status,124,2012-12-03,
NCT100000481,Interventional,Phase 4,Completed,6,2025-01-28,2025-12-31
NCT100000482,Interventional,Phase 3,Completed,16,2018-11-29,2021-10-24
NCT100000483,Interventional,Phase 1,Completed,189,2015-04-26,2016-07-27
NCT100000484,Interventional,Phase 2,Terminated,235,2018-07-30,2019-05-25
NCT100000485,Interventional,Phase 1,Completed,389,2024-09-11,2025-12-31
NCT100000486,Interventional,Phase 3,Recruiting,7,2018-11-05,
NCT100000487,Interventional,Phase 2,Completed,5,2022-12-05,2025-10-22
NCT100000488,Interventional,Phase 2,Recruiting,25,2025-10-05,
NCT100000489,Interventional,Phase 2,Unknown status,516,2020-07-28,
NCT100000490,Interventional,Phase 1,Unknown status,22,2025-10-18,
NCT100000491,Interventional,Phase 3,Completed,54,2017-03-08,2019-11-25
NCT100000492,Interventional,Phase 2,Completed,7,2016-09-27,2019-02-04
NCT100000493,Interventional,Phase 4,Completed,6,2022-07-21,2025-09-29
NCT100000494,Interventional,Phase 2,Completed,65,2023-06-11,2024-11-08
NCT100000495,Interventional,Phase 2,Terminated,369,2019-06-14,2020-02-12
NCT100000496,Interventional,Phase 4,Completed,74,2023-12-23,2026-03-18
NCT100000497,Interventional,Phase 3,"Active, not recruiting",7,2011-10-06,
NCT100000498,Interventional,Phase 2,Completed,48,2023-12-31,2025-07-09
NCT100000499,Interventional,Phase 3,Unknown status,1381,2022-09-08,
NCT100000500,Interventional,Phase 1,Completed,79,2014-06-18,2015-11-16
NCT100000501,Interventional,Phase 1,Recruiting,6,2020-07-13,
NCT100000502,Interventional,Phase 1,Unknown status,787,2018-12-22,
NCT100000503,Interventional,Phase 1,Completed,121,2017-09-28,2020-09-22
NCT100000504,Interventional,Phase 1,Completed,5,2023-03-05,2025-10-15
NCT100000505,Interventional,Phase 1,Recruiting,104,2025-08-01,
NCT100000506,Interventional,Phase 3,Completed,49,2024-10-29,2025-12-31
NCT100000507,Interventional,Phase 2,"Active, not recruiting",18,2012-05-08,
NCT100000508,Interventional,Phase 2,Completed,604,2012-01-26,2015-04-28
NCT100000509,Interventional,Phase 1,Completed,48,2023-05-29,2025-07-20
NCT100000510,Interventional,Phase 2,"Active, not recruiting",52,2024-03-25,
NCT100000511,Interventional,Phase 2,Completed,17,2018-10-31,2020-09-26
NCT100000512,Interventional,Phase 2,Unknown status,46,2018-01-05,
NCT100000513,Interventional,Phase 2,Completed,102,2022-12-12,2024-12-07
NCT100000514,Interventional,Phase 2,Completed,19,2023-08-18,2026-06-08
NCT100000515,Interventional,Phase 1,Withdrawn,129,2012-03-01,2012-10-16
NCT100000516,Interventional,Phase 2,Completed,44,2021-05-01,2023-02-26
NCT100000517,Interventional,Phase 2,Completed,185,2015-05-07,2019-04-07
NCT100000518,Interventional,Phase 2,"Active, not recruiting",97,2020-05-08,
NCT100000519,Interventional,Phase 1,Terminated,36,2021-05-27,2021-12-27
NCT100000520,Interventional,Phase 1,Terminated,76,2017-09-13,2018-02-21
NCT100000521,Interventional,Phase 4,Completed,2277,2017-08-12,2019-08-23
NCT100000522,Interventional,Phase 4,Withdrawn,460,2018-02-01,2019-08-13
NCT100000523,Interventional,Phase 1,Unknown status,71,2018-05-18,
NCT100000524,Interventional,Phase 1,Completed,339,2020-01-11,2022-10-19
NCT100000525,Interventional,Phase 1,Unknown status,15,2018-03-23,
NCT100000526,Interventional,Phase 2,Completed,363,2018-05-27,2021-08-20
NCT100000527,Interventional,Phase 3,Completed,289,2013-09-17,2015-04-24
NCT100000528,Interventional,Phase 4,Completed,40,2017-06-24,2018-11-05
NCT100000529,Interventional,Phase 1,Terminated,45,2019-07-20,2020-02-26
NCT100000530,Interventional,Phase 2,Recruiting,109,2020-05-25,
NCT100000531,Interventional,Phase 3,Completed,56,2020-08-15,2023-03-11
NCT100000532,Interventional,Phase 3,Completed,89,2024-08-01,2025-12-31
NCT100000533,Interventional,Phase 1,Terminated,5,2025-12-24,2026-11-28
NCT100000534,Interventional,Phase 2,Completed,52,2014-12-11,2017-09-28
NCT100000535,Interventional,Phase 3,Completed,66,2018-11-25,2022-07-02
NCT100000536,Interventional,Phase 3,Completed,195,2023-06-29,2026-09-21
NCT100000537,Interventional,Phase 3,Completed,69,2025-10-10,2025-12-31
NCT100000538,Interventional,Phase 3,Terminated,145,2015-10-24,2017-02-05
NCT100000539,Interventional,Phase 2,Unknown status,66,2020-07-19,
NCT100000540,Interventional,Phase 2,Completed,17,2022-03-27,2024-02-06
NCT100000541,Interventional,Phase 2,Terminated,16,2013-10-30,2014-05-02
NCT100000542,Interventional,Phase 1,Completed,24,2022-05-22,2024-03-18
NCT100000543,Interventional,Phase 3,Completed,82,2013-08-27,2015-12-12
NCT100000544,Interventional,Phase 2,Completed,40,2011-10-28,2013-12-15
NCT100000545,Interventional,Phase 3,Completed,9,2013-05-01,2016-05-14
NCT100000546,Interventional,Phase 2,Completed,240,2012-01-29,2014-07-22
NCT100000547,Interventional,Phase 2,Completed,196,2013-09-05,2015-09-05
NCT100000548,Interventional,Phase 1,Completed,47,2014-01-15,2015-09-22
NCT100000549,Interventional,Phase 3,Recruiting,5,2025-04-18,
NCT100000550,Interventional,Phase 1,Completed,720,2015-07-03,2018-12-02
NCT100000551,Interventional,Phase 3,Withdrawn,461,2011-09-09,2012-07-14
NCT100000552,Interventional,Phase 4,Completed,76,2017-08-02,2019-04-11
NCT100000553,Interventional,Phase 2,Recruiting,168,2023-02-27,
NCT100000554,Interventional,Phase 3,Completed,36,2012-07-17,2014-05-12
NCT100000555,Interventional,Phase 2,Terminated,27,2011-08-22,2012-02-07
NCT100000556,Interventional,Phase 2,Terminated,14,2013-08-25,2014-05-04
NCT100000557,Interventional,Phase 2,"Active, not recruiting",77,2024-12-10,
NCT100000558,Interventional,Phase 2,"Active, not recruiting",12,2024-11-14,
NCT100000559,Interventional,Phase 3,Terminated,106,2011-03-08,2012-01-09
NCT100000560,Interventional,Phase 1,Recruiting,161,2025-07-23,
NCT100000561,Interventional,Phase 2,Completed,5,2012-03-04,2015-06-30
NCT100000562,Interventional,Phase 2,Completed,196,2017-04-04,2019-04-16
NCT100000563,Interventional,Phase 4,Recruiting,197,2012-02-15,
NCT100000564,Interventional,Phase 3,Withdrawn,329,2023-09-25,2024-09-21
NCT100000565,Interventional,Phase 2,Completed,15,2025-07-16,2025-12-31
NCT100000566,Interventional,Phase 2,Completed,56,2014-04-17,2016-01-01
NCT100000567,Interventional,Phase 4,Recruiting,569,2014-03-25,
NCT100000568,Interventional,Phase 1,Completed,12,2016-09-02,2018-04-27
NCT100000569,Interventional,Phase 1,Recruiting,61,2024-11-24,
NCT100000570,Interventional,Phase 3,Completed,5,2021-05-23,2023-08-19
NCT100000571,Interventional,Phase 3,Completed,31,2021-02-10,2023-01-24
NCT100000572,Interventional,Phase 1,Completed,74,2022-04-22,2023-06-15
NCT100000573,Interventional,Phase 3,Completed,15,2018-10-19,2022-01-28
NCT100000574,Interventional,Phase 1,Completed,45,2020-10-05,2022-12-22
NCT100000575,Interventional,Phase 4,Completed,68,2013-02-14,2014-12-26
NCT100000576,Interventional,Phase 4,Completed,48,2015-04-19,2017-05-04
NCT100000577,Interventional,Phase 4,Withdrawn,37,2018-10-29,2019-10-20
NCT100000578,Interventional,Phase 4,Completed,142,2016-08-09,2017-12-16
NCT100000579,Interventional,Phase 1,Completed,157,2014-09-22,2016-12-10
NCT100000580,Interventional,Phase 2,"Active, not recruiting",67,2016-08-31,
NCT100000581,Interventional,Phase 3,Completed,64,2019-11-26,2022-07-21
NCT100000582,Interventional,Phase 3,Completed,18,2017-04-26,2020-02-15
NCT100000583,Interventional,Phase 3,Completed,273,2011-05-02,2013-11-24
NCT100000584,Interventional,Phase 4,Completed,48,2022-10-24,2024-10-16
NCT100000585,Interventional,Phase 3,Completed,41,2011-08-20,2014-06-23
NCT100000586,Interventional,Phase 4,Completed,327,2016-01-17,2018-04-24
NCT100000587,Interventional,Phase 1,Terminated,119,2023-08-22,2024-01-26
NCT100000588,Interventional,Phase 1,"Active, not recruiting",53,2018-02-14,
NCT100000589,Interventional,Phase 1,Completed,66,2025-03-06,2025-12-31
NCT100000590,Interventional,Phase 3,Unknown status,114,2017-05-09,
NCT100000591,Interventional,Phase 2,Completed,36,2018-07-15,2020-11-19
NCT100000592,Interventional,Phase 2,Completed,16,2023-11-22,2026-08-08
NCT100000593,Interventional,Phase 2,Completed,51,2016-11-05,2020-04-17
NCT100000594,Interventional,Phase 2,Completed,57,2015-07-10,2017-11-10
NCT100000595,Interventional,Phase 2,Completed,231,2021-03-14,2022-11-04
NCT100000596,Interventional,Phase 4,Withdrawn,147,2016-04-29,2018-06-22
NCT100000597,Interventional,Phase 3,Recruiting,28,2016-06-02,
NCT100000598,Interventional,Phase 3,Recruiting,159,2019-07-31,
NCT100000599,Interventional,Phase 3,Completed,13,2024-07-01,2025-12-31
NCT100000600,Interventional,Phase 1,Completed,2406,2012-11-09,2015-03-26
NCT100000601,Interventional,Phase 1,Completed,11,2025-01-19,2026-09-29
NCT100000602,Interventional,Phase 3,Completed,652,2025-11-21,2025-12-31
NCT100000603,Interventional,Phase 3,Terminated,73,2018-12-31,2020-07-05
NCT100000604,Interventional,Phase 1,Terminated,42,2024-11-29,2025-08-04
NCT100000605,Interventional,Phase 3,Recruiting,39,2014-08-09,
NCT100000606,Interventional,Phase 2,"Active, not recruiting",27,2011-06-29,
NCT100000607,Interventional,Phase 1,Unknown status,52,2013-11-22,
NCT100000608,Interventional,Phase 2,Terminated,5,2016-10-10,2017-05-14
NCT100000609,Interventional,Phase 3,Terminated,12,2011-05-19,2012-06-17
NCT100000610,Interventional,Phase 3,Completed,48,2024-12-04,2025-12-31
NCT100000611,Interventional,Phase 2,Recruiting,69,2022-08-10,
NCT100000612,Interventional,Phase 2,Recruiting,64,2023-08-30,
NCT100000613,Interventional,Phase 4,Completed,100,2017-07-07,2020-07-04
NCT100000614,Interventional,Phase 1,Completed,11,2024-12-08,2025-12-31
NCT100000615,Interventional,Phase 3,Recruiting,39,2012-05-25,
NCT100000616,Interventional,Phase 1,Recruiting,38,2011-07-07,
NCT100000617,Interventional,Phase 1,"Active, not recruiting",314,2022-12-27,
NCT100000618,Interventional,Phase 2,Unknown status,20,2023-11-07,
NCT100000619,Interventional,Phase 1,"Active, not recruiting",88,2015-02-20,
NCT100000620,Interventional,Phase 2,Recruiting,206,2011-08-21,
NCT100000621,Interventional,Phase 4,Unknown status,158,2014-12-23,
NCT100000622,Interventional,Phase 1,Completed,96,2017-05-17,2019-07-18
NCT100000623,Interventional,Phase 1,Unknown status,170,2017-05-22,
NCT100000624,Interventional,Phase 2,Withdrawn,19,2018-07-15,2019-06-15
NCT100000625,Interventional,Phase 2,Recruiting,1138,2013-04-11,
NCT100000626,Interventional,Phase 2,Completed,92,2019-06-27,2022-09-05
NCT100000627,Interventional,Phase 2,Recruiting,34,2025-07-18,
NCT100000628,Interventional,Phase 4,Completed,20,2025-07-06,2025-12-31
NCT100000629,Interventional,Phase 3,"Active, not recruiting",129,2013-07-20,
NCT100000630,Interventional,Phase 2,Completed,48,2019-10-06,2021-10-14
NCT100000631,Interventional,Phase 1,Recruiting,39,2019-06-16,
NCT100000632,Interventional,Phase 1,Completed,16,2011-11-19,2014-10-11
NCT100000633,Interventional,Phase 1,Terminated,50,2018-09-07,2019-11-07
NCT100000634,Interventional,Phase 4,Completed,116,2025-01-20,2025-12-31
NCT100000635,Interventional,Phase 3,Completed,196,2019-10-25,2021-11-01
NCT100000636,Interventional,Phase 1,Terminated,277,2012-07-24,2013-09-02
NCT100000637,Interventional,Phase 2,Completed,1836,2012-04-25,2013-08-25
NCT100000638,Interventional,Phase 2,Withdrawn,18,2015-09-21,2016-04-10
