nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date,sponsor_type,sponsor_name,primary_condition,duration_days
NCT100000218,Interventional,Phase 2,Recruiting,66,2024-10-12,,Other,Other Sponsor #27,Multiple Sclerosis,
NCT100000219,Interventional,Phase 2,Completed,179,2013-10-28,2015-03-12,NIH,NIH Sponsor #130,Schizophrenia,500
NCT100000220,Interventional,Phase 2,Completed,299,2014-08-16,2016-04-02,NIH,NIH Sponsor #180,Chronic Kidney Disease,595
NCT100000221,Interventional,Phase 1,Completed,174,2011-01-26,2014-12-07,Other,Other Sponsor #287,Multiple Sclerosis,1411
NCT100000222,Interventional,Phase 3,"Active, not recruiting",17,2022-08-05,,Other,Other Sponsor #379,Ulcerative Colitis,
NCT100000223,Interventional,Phase 2,Completed,63,2014-10-24,2016-06-11,Industry,Industry Sponsor #110,Parkinson's Disease,596
NCT100000224,Interventional,Phase 1,Completed,225,2025-10-07,2025-12-31,Other,Other Sponsor #152,Major Depressive Disorder,85
NCT100000225,Interventional,Phase 3,"Active, not recruiting",94,2022-12-27,,Other,Other Sponsor #20,Schizophrenia,
NCT100000226,Interventional,Phase 2,Completed,186,2014-03-31,2017-02-11,Industry,Industry Sponsor #355,Asthma,1048
NCT100000227,Interventional,Phase 1,Recruiting,11,2011-06-13,,Industry,Industry Sponsor #228,HIV Infections,
NCT100000228,Interventional,Phase 2,Recruiting,47,2011-04-15,,Industry,Industry Sponsor #241,Chronic Obstructive Pulmonary Disease,
NCT100000229,Interventional,Phase 2,Completed,622,2021-11-16,2025-10-26,Industry,Industry Sponsor #271,Asthma,1440
NCT100000230,Interventional,Phase 3,Completed,295,2024-05-07,2026-11-09,Other,Other Sponsor #129,Parkinson's Disease,916
NCT100000231,Interventional,Phase 4,Completed,103,2021-05-24,2023-10-10,NIH,NIH Sponsor #265,Coronary Artery Disease,869
NCT100000232,Interventional,Phase 3,"Active, not recruiting",82,2011-01-22,,Industry,Industry Sponsor #76,Hypertension,
NCT100000233,Interventional,Phase 3,Unknown status,166,2025-11-23,,Other,Other Sponsor #213,Ulcerative Colitis,
NCT100000234,Interventional,Phase 2,Completed,119,2012-11-26,2015-03-11,Industry,Industry Sponsor #115,Major Depressive Disorder,835
NCT100000235,Interventional,Phase 3,Recruiting,45,2020-04-29,,Other,Other Sponsor #71,Parkinson's Disease,
NCT100000236,Interventional,Phase 3,Withdrawn,21,2011-10-04,2013-01-03,Industry,Industry Sponsor #230,Hypertension,457
NCT100000237,Interventional,Phase 1,Terminated,46,2023-07-17,2024-11-12,Other,Other Sponsor #373,Obesity,484
NCT100000238,Interventional,Phase 3,Completed,94,2024-02-09,2026-01-27,Industry,Industry Sponsor #123,Schizophrenia,718
NCT100000239,Interventional,Phase 2,"Active, not recruiting",139,2016-12-10,,Industry,Industry Sponsor #306,Ulcerative Colitis,
NCT100000240,Interventional,Phase 2,Completed,215,2021-11-19,2024-01-16,Other,Other Sponsor #1,Alzheimer's Disease,788
NCT100000241,Interventional,Phase 2,Completed,71,2017-04-15,2019-05-26,Other,Other Sponsor #185,Ulcerative Colitis,771
NCT100000242,Interventional,Phase 2,Terminated,29,2018-10-20,2019-06-21,Other,Other Sponsor #11,Parkinson's Disease,244
NCT100000243,Interventional,Phase 1,Completed,119,2016-12-03,2019-03-23,Industry,Industry Sponsor #383,Hypertension,840
NCT100000244,Interventional,Phase 2,Withdrawn,329,2013-09-04,2014-03-18,Other,Other Sponsor #396,Multiple Sclerosis,195
NCT100000245,Interventional,Phase 1,Completed,93,2022-01-01,2024-02-11,Industry,Industry Sponsor #330,HIV Infections,771
NCT100000246,Interventional,Phase 4,Completed,5,2022-02-15,2024-10-08,Industry,Industry Sponsor #70,HIV Infections,966
NCT100000247,Interventional,Phase 1,Recruiting,58,2012-07-27,,Industry,Industry Sponsor #22,Coronary Artery Disease,
NCT100000248,Interventional,Phase 2,Terminated,17,2023-12-25,2024-09-30,Other,Other Sponsor #130,Chronic Obstructive Pulmonary Disease,280
NCT100000249,Interventional,Phase 2,Completed,35,2022-02-25,2026-04-27,Other,Other Sponsor #336,Major Depressive Disorder,1522
NCT100000250,Interventional,Phase 3,Completed,80,2021-10-15,2024-05-21,Industry,Industry Sponsor #226,Chronic Kidney Disease,949
NCT100000251,Interventional,Phase 4,Completed,239,2020-02-17,2022-01-03,Industry,Industry Sponsor #266,Hypertension,686
NCT100000252,Interventional,Phase 3,Completed,51,2025-01-11,2025-12-31,Industry,Industry Sponsor #93,Multiple Sclerosis,354
NCT100000253,Interventional,Phase 1,Completed,91,2016-11-28,2019-04-05,Industry,Industry Sponsor #229,Obesity,858
NCT100000254,Interventional,Phase 3,Completed,193,2016-02-03,2017-12-26,Industry,Industry Sponsor #181,Obesity,692
NCT100000255,Interventional,Phase 3,Completed,60,2022-04-20,2024-05-07,Other,Other Sponsor #344,Psoriasis,748
NCT100000256,Interventional,Phase 3,Unknown status,32,2013-10-14,,Other,Other Sponsor #74,HIV Infections,
NCT100000257,Interventional,Phase 1,Withdrawn,85,2018-01-09,2018-12-15,Industry,Industry Sponsor #186,Osteoarthritis,340
NCT100000258,Interventional,Phase 1,Completed,96,2025-05-22,2026-06-30,Industry,Industry Sponsor #190,Hypertension,404
NCT100000259,Interventional,Phase 2,Completed,69,2014-10-14,2016-12-18,Industry,Industry Sponsor #333,Major Depressive Disorder,796
NCT100000260,Interventional,Phase 1,Terminated,267,2024-07-10,2024-12-26,Industry,Industry Sponsor #288,Non-Small Cell Lung Cancer,169
NCT100000261,Interventional,Phase 3,Completed,125,2012-01-29,2015-09-14,Industry,Industry Sponsor #356,Parkinson's Disease,1324
NCT100000262,Interventional,Phase 1,Completed,12,2012-06-15,2014-01-06,Industry,Industry Sponsor #366,Hypertension,570
NCT100000263,Interventional,Phase 3,Unknown status,57,2013-06-24,,Other,Other Sponsor #342,Hypertension,
NCT100000264,Interventional,Phase 2,Completed,300,2013-05-28,2015-03-21,Industry,Industry Sponsor #81,Asthma,662
NCT100000265,Interventional,Phase 2,Completed,15,2015-06-10,2017-12-31,Industry,Industry Sponsor #72,Parkinson's Disease,935
NCT100000266,Interventional,Phase 1,Completed,515,2022-08-01,2024-04-05,NIH,NIH Sponsor #283,Hypertension,613
NCT100000267,Interventional,Phase 1,Recruiting,20,2024-06-09,,Industry,Industry Sponsor #246,Obesity,
NCT100000268,Interventional,Phase 3,Unknown status,26,2014-12-20,,Industry,Industry Sponsor #329,HIV Infections,
NCT100000269,Interventional,Phase 3,"Active, not recruiting",142,2013-09-10,,Industry,Industry Sponsor #400,Osteoarthritis,
NCT100000270,Interventional,Phase 1,Terminated,25,2017-09-30,2019-01-25,Other,Other Sponsor #29,Ulcerative Colitis,482
NCT100000271,Interventional,Phase 2,Unknown status,29,2024-02-12,,Industry,Industry Sponsor #116,Ulcerative Colitis,
NCT100000272,Interventional,Phase 4,Completed,300,2018-12-17,2020-04-26,Other,Other Sponsor #326,Non-Small Cell Lung Cancer,496
NCT100000273,Interventional,Phase 2,Withdrawn,103,2025-02-05,2025-10-13,Industry,Industry Sponsor #304,Rheumatoid Arthritis,250
NCT100000274,Interventional,Phase 3,"Active, not recruiting",47,2018-05-11,,NIH,NIH Sponsor #15,Osteoarthritis,
NCT100000275,Interventional,Phase 1,Terminated,68,2019-01-18,2019-11-20,Industry,Industry Sponsor #317,Parkinson's Disease,306
NCT100000276,Interventional,Phase 2,Terminated,234,2025-04-13,2025-12-31,Other,Other Sponsor #351,HIV Infections,262
NCT100000277,Interventional,Phase 1,Completed,23,2019-04-26,2021-05-05,Industry,Industry Sponsor #248,Multiple Sclerosis,740
NCT100000278,Interventional,Phase 2,Recruiting,114,2012-10-13,,Industry,Industry Sponsor #376,Psoriasis,
NCT100000279,Interventional,Phase 3,Completed,158,2015-10-28,2019-05-27,Industry,Industry Sponsor #124,Non-Small Cell Lung Cancer,1307
NCT100000280,Interventional,Phase 2,Completed,132,2018-12-23,2021-08-03,Industry,Industry Sponsor #197,Obesity,954
NCT100000281,Interventional,Phase 4,Recruiting,22,2016-02-14,,Other,Other Sponsor #296,Chronic Obstructive Pulmonary Disease,
NCT100000282,Interventional,Phase 2,Completed,51,2016-02-19,2020-10-04,Industry,Industry Sponsor #158,Hypertension,1689
NCT100000283,Interventional,Phase 4,Unknown status,577,2022-11-26,,Industry,Industry Sponsor #111,Type 2 Diabetes Mellitus,
NCT100000284,Interventional,Phase 1,"Active, not recruiting",28,2024-11-08,,Industry,Industry Sponsor #335,Coronary Artery Disease,
NCT100000285,Interventional,Phase 1,Completed,86,2020-08-01,2021-11-21,Industry,Industry Sponsor #136,Chronic Kidney Disease,477
NCT100000286,Interventional,Phase 1,Terminated,260,2011-12-06,2012-10-01,Industry,Industry Sponsor #186,Hypertension,300
NCT100000287,Interventional,Phase 2,Terminated,116,2020-06-25,2021-08-31,Industry,Industry Sponsor #320,Major Depressive Disorder,432
NCT100000288,Interventional,Phase 4,Recruiting,320,2021-11-22,,Industry,Industry Sponsor #174,Psoriasis,
NCT100000289,Interventional,Phase 3,Completed,17,2020-11-24,2023-10-01,Industry,Industry Sponsor #257,Type 2 Diabetes Mellitus,1041
NCT100000290,Interventional,Phase 1,Terminated,117,2016-02-21,2017-04-22,Industry,Industry Sponsor #234,Ulcerative Colitis,426
NCT100000291,Interventional,Phase 1,Completed,9,2011-08-09,2013-12-13,Other,Other Sponsor #202,Coronary Artery Disease,857
NCT100000292,Interventional,Phase 2,Completed,63,2025-11-16,2025-12-31,Industry,Industry Sponsor #289,Breast Cancer,45
NCT100000293,Interventional,Phase 2,Unknown status,514,2025-03-18,,Other,Other Sponsor #299,Breast Cancer,
NCT100000294,Interventional,Phase 2,Withdrawn,79,2022-01-28,2023-02-15,Industry,Industry Sponsor #398,Alzheimer's Disease,383
NCT100000295,Interventional,Phase 3,Completed,71,2018-08-19,2021-10-29,NIH,NIH Sponsor #323,Chronic Kidney Disease,1167
NCT100000296,Interventional,Phase 3,Completed,55,2016-02-19,2019-02-25,Industry,Industry Sponsor #359,Breast Cancer,1102
NCT100000297,Interventional,Phase 2,Completed,194,2012-05-17,2014-05-16,Industry,Industry Sponsor #105,Schizophrenia,729
NCT100000298,Interventional,Phase 4,Recruiting,11,2011-04-19,,Other,Other Sponsor #32,Ulcerative Colitis,
NCT100000299,Interventional,Phase 2,Terminated,29,2013-12-19,2014-05-31,Other,Other Sponsor #193,Asthma,163
NCT100000300,Interventional,Phase 2,Terminated,95,2021-01-06,2021-10-19,Industry,Industry Sponsor #347,Non-Small Cell Lung Cancer,286
NCT100000301,Interventional,Phase 1,Terminated,133,2015-04-03,2016-03-14,Industry,Industry Sponsor #116,Coronary Artery Disease,346
NCT100000302,Interventional,Phase 3,Completed,7,2019-02-17,2021-05-18,Industry,Industry Sponsor #287,Non-Small Cell Lung Cancer,821
NCT100000303,Interventional,Phase 2,"Active, not recruiting",89,2014-10-29,,Industry,Industry Sponsor #203,Rheumatoid Arthritis,
NCT100000304,Interventional,Phase 1,Completed,240,2015-10-22,2018-01-18,Other,Other Sponsor #227,Parkinson's Disease,819
NCT100000305,Interventional,Phase 1,Unknown status,49,2011-05-08,,Industry,Industry Sponsor #357,Major Depressive Disorder,
NCT100000306,Interventional,Phase 2,Completed,228,2024-02-15,2026-01-02,NIH,NIH Sponsor #343,Alzheimer's Disease,687
NCT100000307,Interventional,Phase 1,Terminated,30,2023-10-23,2025-02-13,Industry,Industry Sponsor #349,Breast Cancer,479
NCT100000308,Interventional,Phase 4,Completed,37,2020-06-25,2022-04-11,Industry,Industry Sponsor #244,Chronic Obstructive Pulmonary Disease,655
NCT100000309,Interventional,Phase 3,Completed,29,2024-11-08,2025-12-31,Industry,Industry Sponsor #31,Hypertension,418
NCT100000310,Interventional,Phase 2,Unknown status,62,2022-06-20,,Other,Other Sponsor #90,Asthma,
NCT100000311,Interventional,Phase 4,Recruiting,18,2018-03-17,,Industry,Industry Sponsor #254,Coronary Artery Disease,
NCT100000312,Interventional,Phase 4,Completed,106,2014-08-08,2017-04-05,Industry,Industry Sponsor #55,Multiple Sclerosis,971
NCT100000313,Interventional,Phase 4,Completed,75,2019-10-15,2023-06-26,Industry,Industry Sponsor #69,HIV Infections,1350
NCT100000314,Interventional,Phase 1,Completed,42,2023-11-28,2025-12-14,Industry,Industry Sponsor #235,Asthma,747
NCT100000315,Interventional,Phase 3,Terminated,332,2022-12-17,2023-12-10,Other,Other Sponsor #388,Schizophrenia,358
NCT100000316,Interventional,Phase 3,"Active, not recruiting",40,2012-09-25,,Other,Other Sponsor #264,Chronic Kidney Disease,
NCT100000317,Interventional,Phase 3,Completed,31,2025-12-23,2025-12-31,Industry,Industry Sponsor #166,Breast Cancer,8
NCT100000318,Interventional,Phase 1,Unknown status,26,2020-04-17,,Other,Other Sponsor #155,Osteoarthritis,
NCT100000319,Interventional,Phase 1,Recruiting,74,2025-09-16,,Other,Other Sponsor #32,HIV Infections,
NCT100000320,Interventional,Phase 1,Unknown status,93,2013-01-25,,Other,Other Sponsor #361,Major Depressive Disorder,
NCT100000321,Interventional,Phase 2,Unknown status,102,2015-01-22,,Industry,Industry Sponsor #245,Schizophrenia,
NCT100000322,Interventional,Phase 2,"Active, not recruiting",9,2020-12-13,,Other,Other Sponsor #388,Chronic Obstructive Pulmonary Disease,
NCT100000323,Interventional,Phase 3,Terminated,123,2023-06-27,2024-05-23,Other,Other Sponsor #42,Ulcerative Colitis,331
NCT100000324,Interventional,Phase 3,Completed,224,2018-07-06,2021-02-23,Industry,Industry Sponsor #32,Ulcerative Colitis,963
NCT100000325,Interventional,Phase 2,Completed,83,2025-12-27,2025-12-31,Industry,Industry Sponsor #267,Chronic Obstructive Pulmonary Disease,4
NCT100000326,Interventional,Phase 3,"Active, not recruiting",375,2025-08-25,,Industry,Industry Sponsor #229,HIV Infections,
NCT100000327,Interventional,Phase 2,Completed,182,2017-12-01,2020-08-28,Industry,Industry Sponsor #237,Coronary Artery Disease,1001
NCT100000328,Interventional,Phase 2,Recruiting,131,2016-04-19,,Other,Other Sponsor #297,Obesity,
NCT100000329,Interventional,Phase 2,Unknown status,36,2023-06-25,,Industry,Industry Sponsor #36,Parkinson's Disease,
NCT100000330,Interventional,Phase 2,Recruiting,156,2017-04-01,,Other,Other Sponsor #374,Obesity,
NCT100000331,Interventional,Phase 4,"Active, not recruiting",65,2022-03-26,,Industry,Industry Sponsor #194,Migraine,
NCT100000332,Interventional,Phase 1,Completed,40,2018-05-15,2020-07-14,Other,Other Sponsor #276,Rheumatoid Arthritis,791
NCT100000333,Interventional,Phase 3,Completed,59,2012-06-10,2015-03-20,Industry,Industry Sponsor #12,HIV Infections,1013
NCT100000334,Interventional,Phase 2,Completed,54,2011-10-17,2013-07-25,Other,Other Sponsor #178,Chronic Obstructive Pulmonary Disease,647
NCT100000335,Interventional,Phase 4,Completed,38,2011-07-10,2015-08-07,Other,Other Sponsor #339,Breast Cancer,1489
NCT100000336,Interventional,Phase 1,Terminated,8,2013-03-15,2013-09-19,Industry,Industry Sponsor #229,Type 2 Diabetes Mellitus,188
NCT100000337,Interventional,Phase 1,Completed,440,2023-04-15,2025-04-04,Industry,Industry Sponsor #277,Type 2 Diabetes Mellitus,720
NCT100000338,Interventional,Phase 1,Completed,57,2014-11-11,2016-11-19,Other,Other Sponsor #375,Osteoarthritis,739
NCT100000339,Interventional,Phase 2,Completed,5,2017-12-20,2019-03-17,Other,Other Sponsor #155,Ulcerative Colitis,452
NCT100000340,Interventional,Phase 2,Terminated,199,2022-04-09,2023-05-18,Industry,Industry Sponsor #303,Asthma,404
NCT100000341,Interventional,Phase 2,Completed,294,2013-08-18,2016-01-09,Industry,Industry Sponsor #330,Ulcerative Colitis,874
NCT100000342,Interventional,Phase 3,Completed,47,2013-01-21,2016-02-19,Industry,Industry Sponsor #95,Parkinson's Disease,1124
NCT100000343,Interventional,Phase 3,Withdrawn,489,2024-02-15,2024-08-11,Industry,Industry Sponsor #238,Migraine,178
NCT100000344,Interventional,Phase 2,Completed,59,2014-04-24,2016-05-21,Industry,Industry Sponsor #105,Hypertension,758
NCT100000345,Interventional,Phase 4,Completed,18,2019-06-30,2024-07-07,Other,Other Sponsor #371,Type 2 Diabetes Mellitus,1834
NCT100000346,Interventional,Phase 2,Completed,36,2011-05-26,2012-12-18,NIH,NIH Sponsor #38,Osteoarthritis,572
NCT100000347,Interventional,Phase 3,Completed,15,2014-11-26,2017-05-04,NIH,NIH Sponsor #171,Breast Cancer,890
NCT100000348,Interventional,Phase 1,Recruiting,106,2019-06-02,,Industry,Industry Sponsor #383,Parkinson's Disease,
NCT100000349,Interventional,Phase 2,Completed,145,2015-01-22,2016-07-19,Industry,Industry Sponsor #145,Migraine,544
NCT100000350,Interventional,Phase 3,Completed,186,2021-02-23,2023-08-22,Industry,Industry Sponsor #255,Parkinson's Disease,910
NCT100000351,Interventional,Phase 3,Completed,137,2024-06-01,2025-12-31,Industry,Industry Sponsor #161,Osteoarthritis,578
NCT100000352,Interventional,Phase 4,Completed,192,2018-01-18,2020-03-15,Other,Other Sponsor #284,Osteoarthritis,787
NCT100000353,Interventional,Phase 1,Completed,857,2014-03-24,2015-08-05,Industry,Industry Sponsor #126,Multiple Sclerosis,499
NCT100000354,Interventional,Phase 1,Unknown status,14,2014-03-18,,Other,Other Sponsor #329,HIV Infections,
NCT100000355,Interventional,Phase 3,Completed,51,2014-02-07,2016-12-07,Industry,Industry Sponsor #280,Migraine,1034
NCT100000356,Interventional,Phase 4,Completed,23,2023-11-26,2025-10-11,Other,Other Sponsor #39,Type 2 Diabetes Mellitus,685
NCT100000357,Interventional,Phase 1,Completed,79,2016-05-11,2019-03-16,Other,Other Sponsor #78,Ulcerative Colitis,1039
NCT100000358,Interventional,Phase 2,Terminated,39,2024-04-28,2024-09-04,Industry,Industry Sponsor #316,Parkinson's Disease,129
NCT100000359,Interventional,Phase 2,Completed,6,2012-09-23,2014-04-10,Industry,Industry Sponsor #370,Coronary Artery Disease,564
NCT100000360,Interventional,Phase 1,Recruiting,274,2022-04-24,,Other,Other Sponsor #92,Major Depressive Disorder,
NCT100000361,Interventional,Phase 2,Terminated,221,2018-11-21,2019-06-26,Industry,Industry Sponsor #130,Non-Small Cell Lung Cancer,217
NCT100000362,Interventional,Phase 1,Terminated,26,2015-11-10,2016-12-05,Other,Other Sponsor #125,Alzheimer's Disease,391
NCT100000363,Interventional,Phase 3,Recruiting,13,2013-07-22,,Other,Other Sponsor #48,Chronic Kidney Disease,
NCT100000364,Interventional,Phase 2,Completed,99,2018-06-24,2020-12-26,Industry,Industry Sponsor #88,Obesity,916
NCT100000365,Interventional,Phase 3,Unknown status,173,2012-12-02,,Industry,Industry Sponsor #49,Type 2 Diabetes Mellitus,
NCT100000366,Interventional,Phase 1,"Active, not recruiting",379,2013-11-24,,Other,Other Sponsor #244,Hypertension,
NCT100000367,Interventional,Phase 3,Completed,28,2023-12-28,2025-12-31,Industry,Industry Sponsor #337,Multiple Sclerosis,734
NCT100000368,Interventional,Phase 1,Completed,97,2017-06-21,2019-04-12,Industry,Industry Sponsor #365,Hypertension,660
NCT100000369,Interventional,Phase 1,"Active, not recruiting",14,2016-11-14,,Industry,Industry Sponsor #200,Migraine,
NCT100000370,Interventional,Phase 2,Recruiting,363,2017-10-06,,Other,Other Sponsor #353,Ulcerative Colitis,
NCT100000371,Interventional,Phase 1,"Active, not recruiting",127,2017-12-04,,Industry,Industry Sponsor #175,Schizophrenia,
NCT100000372,Interventional,Phase 4,Completed,43,2019-04-25,2022-04-19,Industry,Industry Sponsor #231,Psoriasis,1090
NCT100000373,Interventional,Phase 2,Completed,51,2012-06-02,2015-07-17,Industry,Industry Sponsor #300,Hypertension,1140
